internal_id,Award ID,Start Date,Award Amount,Recipient Name,Description,Contract Award Type,def_codes,Awarding Agency,Awarding Sub Agency,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
97448871,47PF0020D0021,2020-07-01,6359.14,TRANS-PLANTS INC,"THIS SERVICE CONTRACT PROVIDES INTERIOR PLANT MAINTENANCE SERVICES AT THE MAJOR GENERAL EMMETT J. BEAN FEDERAL CENTER 8899 E. 56TH STREET AND THE MINTON CAPEHART FEDERAL BUILDING LOCATED AT 575 N. PENNSYLVANIA STREET IN INDIANAPOLIS, INDIANA.",INDEFINITE DELIVERY / DEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0020D0021_4740
98455736,12569R20D0016,2020-06-30,2500.0,"J. CARD SURVEYING, LLC",HMF CADASTRAL SURVEYING IDIQ - J. CARD SURVEYING,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12569R20D0016_12C2
98508329,80MSFC20D0008,2020-06-29,339409771.0,NORTHROP GRUMMAN SYSTEMS CORPORATION,SPACE LAUNCH SYSTEM (SLS) BOOSTER PRODUCTION AND OPERATIONS CONTRACT (BPOC),INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_IDV_80MSFC20D0008_8000
98335280,72049220D00004,2020-06-26,5878730.0,PANAGORA GROUP INC.,"EVIDENCE-DRIVEN COLLABORATION, LEARNING AND ADAPTING (ED-CLA) AT USAID/PHILIPPINES",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Agency for International Development,Agency for International Development,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72049220D00004_7200
98335269,47PD0320D0016,2020-06-26,9674724.0,CLARK FACILITY SOLUTIONS LLC,"CONTRACT 47PD0320D0016 IS BEING AWARDED TO CLARK CONSTRUCTION GROUP, LLC AT THE FBI CENTRAL RECORDS CENTER, 200 CONSTITUTION DRIVE, WINCHESTER, VA  22602  (VA3008RC) BASE PERIOD SERVICES 07/01/2020 THRU 06/30/2021",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,Department of Justice,Federal Bureau of Investigation,614,general-services-administration,CONT_IDV_47PD0320D0016_4740
98508327,47PM0320D0003,2020-06-25,196423.79,"MTFA ARCHITECTURE, P.L.L.C.",TO DESIGN FOR MOAT WALL&GURARDRAIL REPAIR AT SIDNEY YATES BLDG IN WASHINGTON DC.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM0320D0003_4740
98311478,12639520A0019,2020-06-25,11000000.0,ACCENTURE FEDERAL SERVICES LLC,EFILE BPA   IGF:OT:IGF,BPA,,Department of Agriculture,Animal and Plant Health Inspection Service,Department of Agriculture,Animal and Plant Health Inspection Service,95,department-of-agriculture,CONT_IDV_12639520A0019_12K3
98264113,68HERC20D0028,2020-06-23,50000.0,"BIOSPYDER TECHNOLOGIES, INC.",HIGH-THROUGHPUT TRANSCRIPTOMICS (HTTR),INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERC20D0028_6800
98311542,47QFCA20D0004,2020-06-22,1500.0,IST RESEARCH CORP.,IT SOFTWARE,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Federal Acquisition Service,Department of Defense,U.S. Special Operations Command,614,general-services-administration,CONT_IDV_47QFCA20D0004_4732
98161154,140G0120D0013,2020-06-19,1226.38,"INTERNATIONAL IDENTIFICATION, INC","BIRD BANDS TAGS NO MINIMUM AND MAXIMUM AMOUNT PER ORDER. HOWEVER, THERE IS A MINIMUM $5,000.00 AND MAXIMUM $300,000.00 PER YEAR AND FOR A TOTAL $1,500,000.00 FOR THE LIFE OF 5 YEARS CONTRACT NO MINIMUM AND MAXIMUM QUANTITY SET UP.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of the Interior,U.S. Geological Survey,Department of the Interior,U.S. Geological Survey,209,department-of-the-interior,CONT_IDV_140G0120D0013_1434
98430805,15F06720D0001362,2020-06-18,13500000.0,COLT'S MANUFACTURING COMPANY LLC,COLT CARBINE REPLACEMENT PARTS 5 YEAR IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Bureau of Investigation,Department of Justice,Federal Bureau of Investigation,252,department-of-justice,CONT_IDV_15F06720D0001362_1549
98121223,15F06720A0001357,2020-06-18,81343.2,ZEFFI CORP LTD,CLOTHING,BPA,['Q'],Department of Justice,Federal Bureau of Investigation,Department of Justice,Federal Bureau of Investigation,252,department-of-justice,CONT_IDV_15F06720A0001357_1549
98100965,19AQMM20D0098,2020-06-17,10000.0,"OLGOONIK LOGISTICS, LLC","INL/WHP - FUNCTIONAL AREA 4 MULTIPLE AWARD IDIQ - OPERATIONS, LOGISTICS, AND FACILITY SUPPORT SERVICES",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,Department of State,Department of State,315,department-of-state,CONT_IDV_19AQMM20D0098_1900
98100964,19AQMM20D0097,2020-06-17,10000.0,KIRA FACILITIES MAINTENANCE LLC,"INL/WHP - FUNCTIONAL AREA 4 MULTIPLE AWARD IDIQ - OPERATIONS, LOGISTICS, AND FACILITY SUPPORT SERVICES",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,Department of State,Department of State,315,department-of-state,CONT_IDV_19AQMM20D0097_1900
97855100,140G0120D0008,2020-06-15,2500.0,BLUE SKIES FURNITURE LLC,"FURNITURE, COMMERCIAL INTERIOR DESIGN, AND TRANSITION/MOVING SERVICES IDIQ",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of the Interior,U.S. Geological Survey,Department of the Interior,U.S. Geological Survey,209,department-of-the-interior,CONT_IDV_140G0120D0008_1434
97975567,1267T020D0005,2020-06-12,1000.0,"BLACK HILLS TRANSPORT, LLC",BLACK HILLS NATIONAL FOREST ROAD MAINTENANCE/CONSTRUCTION,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_1267T020D0005_12C2
97975564,1267T020D0002,2020-06-12,1000.0,"ANDERSON EXCAVATION & SANITATION, INC",BLACK HILLS NATIONAL FOREST ROAD MAINTENANCE/CONSTRUCTION,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_1267T020D0002_12C2
97936977,12569R20D0022,2020-06-10,55054.81,FARM ENTERPRISES INC,SAVANNA SEED IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12569R20D0022_12C2
130172326,95170020M0141,2020-06-09,9500.0,JOSHUA JAVITS,ARBITRATION SERVICES,BOA,['Q'],U.S. Agency for Global Media,U.S. Agency for Global Media,U.S. Agency for Global Media,U.S. Agency for Global Media,1163,us-agency-for-global-media,CONT_IDV_95170020M0141_9568
97904173,68HERD20D0001,2020-06-09,718104.17,"DIVERSIFIED SERVICE CONTRACTING, INC.","GROUNDS/LANDSCAPING SERVICES AT THE US EPA MAIN CAMPUS IN RESEARCH TRIANGLE PARK, NORTH CAROLINA.",INDEFINITE DELIVERY / DEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERD20D0001_6800
97904161,12569R20D0021,2020-06-09,8680.0,"WILDLIFE AND WETLANDS SOLUTIONS, LLC",HURON MANISTEE SAVANNA HABITAT IMPROVEMENT IDIQ MAS 12569R20D0017,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12569R20D0021_12C2
97904160,12569R20D0020,2020-06-09,22650.0,KANOUSE OUTDOOR RESTORATION,HURON-MANISTEE SAVANNA HABITAT IMPROVEMENT IDIQ MAS 12569R20D0017,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12569R20D0020_12C2
97881388,75R60220D00004,2020-06-09,2500.0,POLICY & RESEARCH GROUP,HRSA EVALUATION STUDIES OPAE159 C 1855,INDEFINITE DELIVERY / DEFINITE QUANTITY,['Q'],Department of Health and Human Services,Health Resources and Services Administration,Department of Health and Human Services,Health Resources and Services Administration,806,department-of-health-and-human-services,CONT_IDV_75R60220D00004_7526
97881387,75R60220D00003,2020-06-09,2500.0,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,HRSA EVALUATION STUDIES OPAE159 C 1855,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Health Resources and Services Administration,Department of Health and Human Services,Health Resources and Services Administration,806,department-of-health-and-human-services,CONT_IDV_75R60220D00003_7526
97855103,15B21720D00000001,2020-06-05,45720.0,GLOBAL EMPIRE LLC,FDC PHILADELPHIA ( HEALTH SERVICES) ALLIED HEALTH TECHNICIAN SERVICES,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Justice,Federal Prison System / Bureau of Prisons,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B21720D00000001_1540
97855098,12569R20D0019,2020-06-05,13050.0,"FELSK, WILLIAM F",HURON-MANISTEE SAVANNA IDIQ MAS 12569R20D0017 SOLICITATION LINE ITEMS 02 AND 05,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12569R20D0019_12C2
97834659,12569R20D0018,2020-06-04,4470.0,ZYGIEL BROS CONSTRUCTION,HURON - MANISTEE SAVANNA HABITAT IMPROVEMENT IDIQ - MECHANICAL AND/OR MANUAL CUTTING AWARDED TO ZYGIEL BROS CONSTRUCTION,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12569R20D0018_12C2
97748692,75Q80120D00022,2020-06-02,5000.0,"REGENTS OF THE UNIVERSITY OF COLORADO, THE",ACCELERATING CHANGE AND TRANSFORMATION IN ORGANIZATIONS AND NETWORKS (ACTION) IV IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Agency for Healthcare Research and Quality,Department of Health and Human Services,Agency for Healthcare Research and Quality,806,department-of-health-and-human-services,CONT_IDV_75Q80120D00022_7528
97771394,47PJ0020D0009,2020-06-01,157288.72,REHBEIN ENTERPRISES INC,"IDIQ CONTRACT FOR O&M SERVICES ON THE WIND TURBINE LOCATED AT THE PEMBINA LPOE. 10980 I-29, PEMBINA, ND  58271",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PJ0020D0009_4740
97725337,15B40920D00000002,2020-06-01,64800.0,"MURAD, BASHAR",MUSLIM SERVICES USP/SCP MARION,INDEFINITE DELIVERY / DEFINITE QUANTITY,,Department of Justice,Federal Prison System / Bureau of Prisons,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B40920D00000002_1540
96602871,47PB0020D0005,2020-06-01,1915395.24,"MADISON SERVICES, INC.","EO14042: 47PB0020D0005 COMBINED SERVICES LPOES IN JACKMAN (ME0823BJ) AND COBURN GORE (ME0551BE) LOCATED IN MAINE IS MODIFIED TO INCORPORATE FAR 52.223-99, ENSURING ADEQUATE COVID-19 SAFETY PROTOCOLS FOR FEDERAL CONTRACTORS.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PB0020D0005_4740
96048128,47PH0220D0005,2020-06-01,2366437.74,"FORTIS INDUSTRIES, INC.","A PERFORMANCE-BASED ACQUISITION FOR FULL MAINTENANCE SERVICES FOR THE CENTRE PHASE V BUILDING LOCATED AT 4050 ALPHA RD, FARMERS BRANCH TX AND THE PAUL BROWN FEDERAL COURTHOUSE LOCATED AT 101 EAST PECAN ST., SHERMAN, TX",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PH0220D0005_4740
96045705,15BRRC20D00000173,2020-06-01,2430.51,"BANYAN COMMUNITY HEALTH CENTER, INC.","TO PROVIDE RESIDENTIAL RE-ENTRY CENTER (RRC) SERVICES, MINT SERVICES AND HOME CONFINEMENT SERVICES LOCATED IN MIAMI, FLORIDA.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison System / Bureau of Prisons,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15BRRC20D00000173_1540
97725357,47PH0220D0014,2020-05-29,1588778.1,"ON OUR OWN SERVICES, INC.","PURPOSE IS TO AWARD CUSTODIAL SERVICES FOR FBI BUILDING IN HOUSTON, TEXAS. CONTRACT IS 1 BASE YEAR, WITH 4 OPTION YEARS. CURRENT POP IS 1 JUNE 2020-NOV 2021.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PH0220D0014_4740
97725334,12305B20D0004,2020-05-29,297380.8,"MELWOOD HORTICULTURAL TRAINING CENTER, INC.",JANITORIAL SERVICES FOR THE BELTSVILLE AGRICULTURAL RESEARCH CENTER (BARC),INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Agricultural Research Service,Department of Agriculture,Agricultural Research Service,95,department-of-agriculture,CONT_IDV_12305B20D0004_12H2
97679129,47PM1120D0006,2020-05-29,2000.0,DELOITTE CONSULTING LLP,BASE AWARD- GOVERNMENT TO CITIZENS G2C IDIQ- ALL GSA REGIONS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM1120D0006_4740
97679128,47PM1120D0005,2020-05-29,2000.0,"JONES LANG LASALLE AMERICAS, INC.",BASE IDIQ CONTRACT AWARD - GOVERNMENT TO CITIZENS G2C IDIQ- ALL REGIONS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM1120D0005_4740
97679127,47PM1120D0004,2020-05-29,2000.0,"ALFONSO & ASSOCIATES CONSULTING, INC.",EO14042: NEW CLAUSE FOR ENSURING ADEQUATE COVID-19 SAFETY PROTOCOLS FOR FEDERAL CONTRACTORS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM1120D0004_4740
97881379,12569R20D0015,2020-05-27,2500.0,LCM SURVEYING & ENGINEERING LLC,HMF CADASTRAL SURVEY IDIQ - LCM SURVEYING&ENGINEERING,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12569R20D0015_12C2
97269304,75Q80120D00019,2020-05-27,5000.0,OREGON HEALTH & SCIENCE UNIVERSITY,ACCELERATING CHANGE AND TRANSFORMATION IN ORGANIZATIONS AND NETWORKS (ACTION) IV IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Agency for Healthcare Research and Quality,Department of Health and Human Services,Agency for Healthcare Research and Quality,806,department-of-health-and-human-services,CONT_IDV_75Q80120D00019_7528
97269303,75Q80120D00017,2020-05-27,5000.0,"MEDSTAR HEALTH RESEARCH INSTITUTE, INC.",ACCELERATING CHANGE AND TRANSFORMATION IN ORGANIZATIONS AND NETWORKS (ACTION) IV IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Agency for Healthcare Research and Quality,Department of Health and Human Services,Agency for Healthcare Research and Quality,806,department-of-health-and-human-services,CONT_IDV_75Q80120D00017_7528
97269302,75Q80120D00015,2020-05-27,5000.0,"JOHNS HOPKINS UNIVERSITY, THE",ACCELERATING CHANGE AND TRANSFORMATION IN ORGANIZATIONS AND NETWORKS (ACTION) IV IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Agency for Healthcare Research and Quality,Department of Health and Human Services,Agency for Healthcare Research and Quality,806,department-of-health-and-human-services,CONT_IDV_75Q80120D00015_7528
97269301,75Q80120D00010,2020-05-27,5000.0,ABT ASSOCIATES INC.,ACCELERATING CHANGE AND TRANSFORMATION IN ORGANIZATIONS AND NETWORKS (ACTION) IV IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Agency for Healthcare Research and Quality,Department of Health and Human Services,Agency for Healthcare Research and Quality,806,department-of-health-and-human-services,CONT_IDV_75Q80120D00010_7528
97236190,75Q80120D00021,2020-05-27,5000.0,RESEARCH TRIANGLE INSTITUTE,ACCELERATING CHANGE AND TRANSFORMATION IN ORGANIZATIONS AND NETWORKS (ACTION) IV IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Agency for Healthcare Research and Quality,Department of Health and Human Services,Agency for Healthcare Research and Quality,806,department-of-health-and-human-services,CONT_IDV_75Q80120D00021_7528
97236189,75Q80120D00020,2020-05-27,5000.0,"RAND CORPORATION, THE",ACCELERATING CHANGE AND TRANSFORMATION IN ORGANIZATIONS AND NETWORKS (ACTION) IV IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Agency for Healthcare Research and Quality,Department of Health and Human Services,Agency for Healthcare Research and Quality,806,department-of-health-and-human-services,CONT_IDV_75Q80120D00020_7528
97236188,75Q80120D00018,2020-05-27,5000.0,NATIONAL OPINION RESEARCH CENTER,ACCELERATING CHANGE AND TRANSFORMATION IN ORGANIZATIONS AND NETWORKS (ACTION) IV IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Agency for Healthcare Research and Quality,Department of Health and Human Services,Agency for Healthcare Research and Quality,806,department-of-health-and-human-services,CONT_IDV_75Q80120D00018_7528
97236187,75Q80120D00011,2020-05-27,5000.0,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,ACCELERATING CHANGE AND TRANSFORMATION IN ORGANIZATIONS AND NETWORKS (ACTION) IV IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Agency for Healthcare Research and Quality,Department of Health and Human Services,Agency for Healthcare Research and Quality,806,department-of-health-and-human-services,CONT_IDV_75Q80120D00011_7528
97209924,75Q80120D00023,2020-05-27,5000.0,"WESTAT, INC.",ACCELERATING CHANGE AND TRANSFORMATION IN ORGANIZATIONS AND NETWORKS (ACTION) IV IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Agency for Healthcare Research and Quality,Department of Health and Human Services,Agency for Healthcare Research and Quality,806,department-of-health-and-human-services,CONT_IDV_75Q80120D00023_7528
97209923,75Q80120D00016,2020-05-27,5000.0,KAISER FOUNDATION HOSPITALS,ACCELERATING CHANGE AND TRANSFORMATION IN ORGANIZATIONS AND NETWORKS (ACTION) IV IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Agency for Healthcare Research and Quality,Department of Health and Human Services,Agency for Healthcare Research and Quality,806,department-of-health-and-human-services,CONT_IDV_75Q80120D00016_7528
97209922,75Q80120D00014,2020-05-27,5000.0,JOHN SNOW INC,ACCELERATING CHANGE AND TRANSFORMATION IN ORGANIZATIONS AND NETWORKS (ACTION) IV IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Agency for Healthcare Research and Quality,Department of Health and Human Services,Agency for Healthcare Research and Quality,806,department-of-health-and-human-services,CONT_IDV_75Q80120D00014_7528
97209921,75Q80120D00012,2020-05-27,5000.0,BOOZ ALLEN HAMILTON INC,ACCELERATING CHANGE AND TRANSFORMATION IN ORGANIZATIONS AND NETWORKS (ACTION) IV IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Agency for Healthcare Research and Quality,Department of Health and Human Services,Agency for Healthcare Research and Quality,806,department-of-health-and-human-services,CONT_IDV_75Q80120D00012_7528
97881378,12569R20D0014,2020-05-26,2500.0,BRAND LAND SURVEYING LLC,HMF CADASTRAL SURVEY IDIQ - BRAND LAND SURVEYING,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12569R20D0014_12C2
97771294,75N98120D00240,2020-05-26,250.0,AMYX INC,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00240_7529
97771256,75N98120D00003,2020-05-26,250.0,"1901 GROUP, LLC",IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98120D00003_7529
97834674,75N98020D00074,2020-05-22,351983.38,3M COMPANY,PPE SUPPLIES DUE TO COVID-19,INDEFINITE DELIVERY / DEFINITE QUANTITY,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98020D00074_7529
97616169,12569R20D0013,2020-05-22,2500.0,BOB MITCHELL & ASSOCIATES,HMF CADASTRAL SURVEY IDIQ BOB MITCHELL,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12569R20D0013_12C2
87840100,70Z08519DP4229300,2020-05-22,1.0,"KONGSBERG MARITIME, INC.",IGF::OT::IGF,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,U.S. Coast Guard,766,department-of-homeland-security,CONT_IDV_70Z08519DP4229300_7008
98430799,12024B20D0009,2020-05-19,19185000.0,"HELICOPTER TRANSPORT SERVICES, LLC",LFS HELICOPTER SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20D0009_12C2
98430798,12024B20D0008,2020-05-19,7964400.0,CROMAN CORP.,LARGE FIRE SUPPORT HELICOPTER SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20D0008_12C2
98018559,12024B20D0016,2020-05-19,2181150.0,"TIMBERLINE HELICOPTERS, INC.",TYPE I EU HELICOPTER SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20D0016_12C2
98018558,12024B20D0015,2020-05-19,2160090.0,ROTAK LLC,TYPE I EU HELICOPTER SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20D0015_12C2
98018557,12024B20D0014,2020-05-19,971910.0,RAINIER HELI INTERNATIONAL INC.,TYPE I EU HELICOPTER SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20D0014_12C2
98018556,12024B20D0013,2020-05-19,908010.0,"P.J. HELICOPTERS, INC.",TYPE I EU HELICOPTER SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20D0013_12C2
98018555,12024B20D0012,2020-05-19,996300.0,MOUNTAIN WEST HELICOPTERS L L C,TYPE I EU HELICOPTER SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20D0012_12C2
98018554,12024B20D0011,2020-05-19,1140000.0,HELIQWEST INTERNATIONAL INC.,TYPE I EU HELICOPTER SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20D0011_12C2
98018553,12024B20D0010,2020-05-19,8619840.0,"HELIMAX AVIATION, INC.",TYPE I EU HELICOPTER SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20D0010_12C2
98018551,12024B20D0006,2020-05-19,4668000.0,"CENTRAL COPTERS, INC.",TYPE I EU HELICOPTER SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20D0006_12C2
98018550,12024B20D0005,2020-05-19,1350000.0,"BRAINERD HELICOPTERS, INC",TYPE I EU HELICOPTER SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20D0005_12C2
98018549,12024B20D0004,2020-05-19,6390000.0,"BILLINGS FLYING SERVICE, INC.",TYPE I EU HELICOPTER SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20D0004_12C2
97448865,12569R20D0005,2020-05-19,5000.0,"PITLIK & WICK, INC.",GRAVEL CRUSHING SERVICES IDIQ FOR OTT NATIONAL FOREST,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12569R20D0005_12C2
97257478,47PD0320D0014,2020-05-15,2500.0,"XL CONSTRUCTION, LLC",IDIQ FOR NORFOLK AND RICHMOND VA FOR REPAIR/ALTERATION CONSTRUCTION SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PD0320D0014_4740
