Award ID,Start Date,Award Amount,Recipient Name,Description,Contract Award Type,def_codes,Awarding Agency,Awarding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id,Unnamed: 13,Month
72039119D00008,1/1/2019,10000,STANTEC CONSULTING SERVICES INC.,ARCHITECT ENGINEER SERVICES INDEFINITE DELIVERY INDEFINITE QUANTITY CONTRACT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72039119D00008_7200,,2019M01
72039119D00007,1/1/2019,10000,"MOTT MACDONALD, INC.",ARCHITECT ENGINEER SERVICES INDEFINITE DELIVERY INDEFINITE QUANTITY CONTRACT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72039119D00007_7200,,2019M01
72039119D00005,1/1/2019,10000,CDM INTERNATIONAL INC,ARCHITECT ENGINEER SERVICES INDEFINITE DELIVERY INDEFINITE QUANTITY CONTRACT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72039119D00005_7200,,2019M01
72039119D00003,1/1/2019,10000,WSP USA SOLUTIONS INC.,ARCHITECT ENGINEER SERVICES INDEFINITE DELIVERY INDEFINITE QUANTITY CONTRACT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72039119D00003_7200,,2019M01
47PL0219D0002,1/1/2019,352787.54,VALLEYSCAPES INC,EO14042: THIS MODIFICATION IS FOR $0 TO ADD COVID-19 SAFETY PROTOCOLS LANGUAGE TO THE SOW.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PL0219D0002_4740,,2019M01
47PJ0019D0001,1/1/2019,7240010.89,"NCS/EML JOINT VENTURE II, LLC","THIS IS AN AWARD FOR A BASE AND FOUR OPTIONS FOR TEAM WEST OPERATIONS AND MAINTENANCE SERVICES AT THE DENVER FEDERAL CENTER, LAKEWOOD, COLORADO.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PJ0019D0001_4740,,2019M01
15B41819D00000001,1/1/2019,99365.5,"PROFFER WHOLESALE PRODUCE, INC.","2ND QUARTER FISCAL YEAR 2019 FRESH PRODUCE REQUIREMENTS (JANUARY, FEBRUARY, MARCH) DELIVERIES BEGINNING ON TUESDAY JANUARY 1, 2019. THIS A REQUIREMENTS CONTRACT BASED ON THE ESTIMATED QUANTITIES.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B41819D00000001_1540,,2019M01
47PF0019D0015,1/1/2019,1060227.1,MIRAMAR INTERNATIONAL GROUP INC.,"IGF::OT::IGF 47PF0019D0015 JANITORIAL AND RELATED SERVICES LEASED SPACE OHARE TSA FBI AT OHARE INTERNATIONAL AIRPORT 11601 WEST TOUHY AVENUE CHICAGO, ILLINOIS 60666",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0019D0015_4740,,2019M01
191BWC19D0001,1/1/2019,264437.1,POLYDYNE INC.,SUPPLY AND DELIVERY OF POLYMER TO THE NOGALES WASTE WATER TREATMENT PLANT. NOGALES AZ.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,International Boundary and Water Commission: U.S.-Mexico,315,department-of-state,CONT_IDV_191BWC19D0001_19BM,,2019M01
47PG0119D0003,1/1/2019,1525680.15,"LOGZONE URBAN SERVICES JV, LLC","CONTRACT 47PG0119D0003, OPERATIONS AND MECHANICAL MAINTENANCE, CHARLES EVANS WHITTAKER U.S. COURTHOUSE, 400 E. 9TH STREET, KANSAS CITY, MO.  THIS REPRESENTS THE AWARD OF A NEW O&M CONTRACT FOR THIS LOCATION. THIS IS THE BASE AWARD, WITH A PERIOD OF PERFORMANCE FROM 01/01/2019 THROUGH 12/31/2019. O&M SERVICES WERE PREVIOUSLY BEING PROVIDED AT THIS LOCATION.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PG0119D0003_4740,,2019M01
47PK0219D0001,1/1/2019,12870296.7,DELLEW CORPORATION,EO14042: ENSURING ADEQUATE COVID-19 SAFETY PROTOCOLS FOR FEDERAL CONTRACTORS.,INDEFINITE DELIVERY / REQUIREMENTS,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PK0219D0001_4740,,2019M01
15B31119D00000001,1/1/2019,781647.75,"SEVEN CORNERS, INC",IGF::OT::IGF  COMPREHENSIVE MEDICAL SERVICES FOR FPC MONTGOMERY,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B31119D00000001_1540,,2019M01
70Z08419DAA152300,1/1/2019,103920,"SANITROL SEPTIC SERVICES, L.L.C.",SEWER SYSTEM MAINTENANCE,INDEFINITE DELIVERY / REQUIREMENTS,"['9', 'Q']",Department of Homeland Security,U.S. Coast Guard,766,department-of-homeland-security,CONT_IDV_70Z08419DAA152300_7008,,2019M01
19ML2019D0002,12/31/2018,100000,MISCELLANEOUS FOREIGN AWARDEES,"LEGAL ADVISER FOR PROVIDING LEGAL ADVICE&ASSISTANCE ON ISSUES RELATED TO LOCAL LABOR LAW- FEBRUARY 11, 2019 - FEBRUARY 10, 2020",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,315,department-of-state,CONT_IDV_19ML2019D0002_1900,,2018M12
89303919DEM000005,12/31/2018,62625593.03,HPM CORPORATION,HANFORD OCCUPATIONAL MEDICAL SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Energy,Department of Energy,930,department-of-energy,CONT_IDV_89303919DEM000005_8900,,2018M12
191Z1019D0001,12/30/2018,99951.76,MISCELLANEOUS FOREIGN AWARDEES,"RSO-BESF ECP GENERATORS  (SUPPLY, INSTALL, AND MAINTAIN)",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,315,department-of-state,CONT_IDV_191Z1019D0001_1900,,2018M12
15BRRC19D00000181,12/26/2018,3017.19,"GEO GROUP, INC., THE","IGF::OT::IGF RESIDENTIAL REENTRY CENTER SERVICES  UNDER JUSTIFICATION FOR OTHER THAN FULL AND OPEN COMPETITION PROCEDURES FOR MALE AND FEMALE OFFENDERS IN EL MONTE, CALIFORNIA",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15BRRC19D00000181_1540,,2018M12
36S79719D0005,12/21/2018,2000,"INNOVATIVE SUPPORT SOLUTIONS, INC.",MINOR CONSTRUCTION&REPAIRS FOR BUILDING 37,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36S79719D0005_3600,,2018M12
15BRRC19D00000170,12/21/2018,2688248.49,"CENTERSTONE OF ILLINOIS, INC.","IGF::OT::IGF TO PROVIDE RESIDENTIAL RE-ENTRY CENTER (RRC) SERVICES LOCATED IN MARION, ILLINOIS",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15BRRC19D00000170_1540,,2018M12
75N90019D00005,12/20/2018,300000,"BECTON, DICKINSON AND COMPANY","BECTON, DICKINSON AND COMPANY:1106636 [19-003426]",INDEFINITE DELIVERY / REQUIREMENTS,,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N90019D00005_7529,,2018M12
15BRRC19D00000176,12/20/2018,2129582,"DISMAS CHARITIES, INC","IGF::OT::IGF TO PROVIDE RESIDENTIAL RE-ENTRY CENTER (RRC) SERVICES LOCATED IN MACON, GEORGIA",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15BRRC19D00000176_1540,,2018M12
75N98119D00005,12/19/2018,250,SYNERGY BUSINESS INNOVATION & SOLUTIONS INC.,IGF::OT::IGF  IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98119D00005_7529,,2018M12
75N98119D00004,12/19/2018,250,STRATEGIC OPERATIONAL SOLUTIONS INC,IGF::OT::IGF  IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98119D00004_7529,,2018M12
75N98119D00002,12/19/2018,250,CLOUD NINE TECHNOLOGIES INC,IGF::OT::IGF  IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98119D00002_7529,,2018M12
75N98119D00001,12/19/2018,250,APOGEE-SAIC CAPABILITIES INTEGRATOR LLC,IGF::OT::IGF  IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,GWAC,,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98119D00001_7529,,2018M12
9531BP19A0007,12/18/2018,80000,"TSRC, INC.",TONERS AND SUPPLIES,BPA,['Q'],Federal Election Commission,Federal Election Commission,1128,federal-election-commission,CONT_IDV_9531BP19A0007_9506,,2018M12
1305M219ANWWR0008,12/18/2018,2980,"NALY'S LAWN & LANDSCAPE, LLC","THIS PROCUREMENT IS FOR SNOW REMOVAL SERVICES AT THE NWS WFO LOCATED IN TOPEKA, KS.",BPA,,Department of Commerce,National Oceanic and Atmospheric Administration,183,department-of-commerce,CONT_IDV_1305M219ANWWR0008_1330,,2018M12
47QFLA19D0002,12/17/2018,6390566.65,"HUMANIT SOLUTIONS, LLC",SBIR PHASE III IDIQ AND TASK ORDER 1,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Federal Acquisition Service,614,general-services-administration,CONT_IDV_47QFLA19D0002_4732,,2018M12
19CB6018D0034,12/17/2018,22638,MISCELLANEOUS FOREIGN AWARDEES,SERVICES MAINTENANCE FOR PHOTOVOLTAIC SYSTEM FOR U.S. EMBASSY PHNOM PENH,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,315,department-of-state,CONT_IDV_19CB6018D0034_1900,,2018M12
19C02019D0003,12/14/2018,35000,MISCELLANEOUS FOREIGN AWARDEES,LES LIFE INSURANCE SERVICES FOR LES BOGOTA COLOMBIA,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,315,department-of-state,CONT_IDV_19C02019D0003_1900,,2018M12
47PK2019A0001,12/14/2018,5556.32,"ALTA ENVIRONMENTAL, L.P.",BPA,BPA,,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PK2019A0001_4740,,2018M12
15F06719A0000535,12/13/2018,30000,"ASE DIRECT, INC.",TONER,BPA,,Department of Justice,Federal Bureau of Investigation,252,department-of-justice,CONT_IDV_15F06719A0000535_1549,,2018M12
15A00018D00000211,12/13/2018,245000,"T-MOBILE USA, INC.",COMMUNICATIONS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms and Explosives Acquisition and Property Management Division",252,department-of-justice,CONT_IDV_15A00018D00000211_1560,,2018M12
68HERH19D0021,12/6/2018,50000,TOEROEK ASSOCIATES INC,"RESOURCE CONSERVATION AND RECOVERY ACT (RCRA) ENFORCEMENT, PERMITTING AND ASSISTANCE (REPA) 6 ZONE 2 - EPA REGIONS: 4, 5 AND 6",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERH19D0021_6800,,2018M12
68HERH19D0020,12/6/2018,50000,"S C & A, INC.","RESOURCE CONSERVATION AND RECOVERY ACT (RCRA) ENFORCEMENT, PERMITTING AND ASSISTANCE (REPA) 6 ZONE 2 - EPA REGIONS: 4, 5 AND 6",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERH19D0020_6800,,2018M12
68HERH19D0019,12/6/2018,50000,MABBETT & ASSOCIATES INC,"RESOURCE CONSERVATION AND RECOVERY ACT (RCRA) ENFORCEMENT, PERMITTING AND ASSISTANCE (REPA) 6 ZONE 2 - EPA REGIONS: 4, 5 AND 6",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERH19D0019_6800,,2018M12
70RSAT19D00000002,12/4/2018,2500,"MANTECH SRS TECHNOLOGIES, INC.","IGF::CL::IGF SYSTEMS ENGINEERING TECHNICAL ASSISTANCE (SETA) III IS AN INDEFINITE-DELIVERY INDEFINITE-QUANTITY (IDIQ) CONTRACT ESTABLISHED TO PROVIDE THE SCIENCE AND TECHNOLOGY DIRECTORATE (S&T) OF THE DEPARTMENT OF HOMELAND SECURITY (DHS) WITH ADVISORY AND ASSISTANCE SERVICES TO SUPPORT EFFORTS IN RESEARCH, DEVELOPMENT, TEST AND EVALUATION (RDT&E). SUCH PROFESSIONAL AND SCIENTIFIC SUPPORT INCLUDE TECHNICAL, PROGRAMMATIC, AND CORRESPONDING ADMINISTRATIVE ASSISTANCE SERVICES.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Homeland Security,Office of Procurement Operations,766,department-of-homeland-security,CONT_IDV_70RSAT19D00000002_7001,,2018M12
19BN1519D0001,12/3/2018,9602.48,MISCELLANEOUS FOREIGN AWARDEES,SCHOOL BUS ESCORT SERVICE,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,315,department-of-state,CONT_IDV_19BN1519D0001_1900,,2018M12
47PH0219D0001,12/1/2018,2811574.24,"ROWE-CBFS JV, LLC","FULL MAINTENANCE SERVICES FOR TYLER, LUFKIN AND MARSHALL FEDERAL BUILDINGS IN EAST TEXAS.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PH0219D0001_4740,,2018M12
47PG0119D0001,12/1/2018,601462.47,OTS-IEI JV LLP,"AWARD OF OPERATIONS AND MECHANICAL MAINTENANCE SERVICES, ROBERT J. DOLE USCH AND SSA FB, 500 STATE&850 NEBRASKA, KANSAS CITY, KS.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PG0119D0001_4740,,2018M12
15BNAS19DRCA00109,12/1/2018,1299500,"AMERICAN CORRECTIONAL ASSOCIATION, THE",ACCREDITATION AND RE-ACCREDITATION SERVICES,INDEFINITE DELIVERY / REQUIREMENTS,['Q'],Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15BNAS19DRCA00109_1540,,2018M12
47PL0219D0001,12/1/2018,2688139.29,CASCADE CONNECTIONS,"IGF::OT::IGF JANITORIAL&RELATED SERVICES AT PAC HWY, LYNDEN AND SUMAS.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PL0219D0001_4740,,2018M12
47PG0119D0005,12/1/2018,726023.56,BAYAUD ENTERPRISES INC,"NEW AWARD - CONTRACT FOR JANITORIAL AND RELATED SERVICES FOR FEDERAL BUILDING 300 EAST 3RD STREET, NORTH PLATTE, NE EFFECTIVE 12/1/2018 THROUGH 11/30/2019",INDEFINITE DELIVERY / REQUIREMENTS,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PG0119D0005_4740,,2018M12
47PG0119D0004,12/1/2018,2140324.76,JOB ONE,"JANITORIAL SERVICES, ROBERT J DOLE COURTHOUSE, 500 STATE AVENUE AND SSA, 850 NEBRASKA, KANSAS CITY, KS - AWARD CONTRACT - EFFECTIVE 12/1/18",INDEFINITE DELIVERY / REQUIREMENTS,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PG0119D0004_4740,,2018M12
47PD0319D0003,12/1/2018,1870604,"PRESTERA CENTER FOR MENTAL HEALTH SERVICES, INC","CONTRACT 47PD0319D0003 CLEANING SERVICES AT THE SIDNEY L. CHRISTIE AND HUNTINGTON FEDERAL BUILDING, HUNTINGTON, WV .  AWARD OF BASE YEAR $444, 259.20.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PD0319D0003_4740,,2018M12
1305M219ANWWR0004,12/1/2018,6075,BLUE RIBBON LAWNS LLC,"THIS PROCUREMENT IS FOR SNOW REMOVAL SERVICES FOR THE NWS WFO LOCATED IN CHEYENNE, WY.",BPA,,Department of Commerce,National Oceanic and Atmospheric Administration,183,department-of-commerce,CONT_IDV_1305M219ANWWR0004_1330,,2018M12
75A50119D00010,12/1/2018,749000,CYTOVALE INC,IGF::OT::IGF CYTOVALE SEPTISCAN BETA CLINICAL STUDY,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,806,department-of-health-and-human-services,CONT_IDV_75A50119D00010_7505,,2018M12
47PF0019D0010,12/1/2018,675420.72,"CONTRACTECH, INC.","NEW FOLLOW-ON BASE CONTRACT FOR JANITORIAL AND RELATED SERVICES AT THE JAMES M. ASHLEY AND THOMAS W. L. ASHLEY UNITED STATES COURTHOUSE LOCATED IN TOLEDO, OH.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0019D0010_4740,,2018M12
80GSFC19D0009,12/1/2018,3947952.2,SELECT FEDERAL SERVICES LLC,"GODDARD LIBRARY AND INFORMATION SERVICES TECHNICAL SUPPORT (GLISTS) SERVICES REQUIREMENT IS TO PROVIDE AN ELECTRONIC LIBRARY TO FACILITATE RESEARCH IN EARTH SCIENCES, SPACE SCIENCES AND ENABLING TECHNOLOGIES BY STIMULATING DISCOVERY, CREATIVITY AND COMMUNICATION OF KNOWLEDGE TO ENHANCE LIFE ON EARTH. GLISTS WILL DELIVER EFFICIENT AND EFFECTIVE ACCESS TO INFORMATION ESSENTIAL TO NASA'S RESEARCH WHILE SUPPORTING SCIENTIFIC LITERACY. IN ADDITION, GLISTS WILL PROVIDE MISSION SPECIFIC COLLECTION OF ELECTRONIC AND CORE PRINT RESOURCES IN SCIENCE, TECHNOLOGY AND MANAGEMENT INFORMATION, DATA TRANSFER, DAY-TO-DAY LIBRARY MANAGEMENT AND EDUCATION AND OUTREACH FOR NASA GSFC, AT GREENBELT, MD",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_IDV_80GSFC19D0009_8000,,2018M12
47PG0119D0002,12/1/2018,118096,"PROGRESSIVE ELECTRONICS, INC.","OTHER FUNCTION - FIRE ALARM MAINTENANCE SERVICES, 2306 AND 2312 E. BANNISTER RD., KANSAS CITY, MO EXERCISE OPTION II(A) EFFECTIVE 12/1/2018 THROUGH 11/30/2018",INDEFINITE DELIVERY / REQUIREMENTS,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PG0119D0002_4740,,2018M12
47PF0019D0003,12/1/2018,58291.27,KONE INC.,"EO14042: ADD FAR 52.223-99 FOR ELEVATOR SERVICES AT MULTIPLE LOCATIONS IN EAST ST. LOUIS AND ALTON, IL.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0019D0003_4740,,2018M12
47PF0019D0001,12/1/2018,5912221.83,"CMC & MAINTENANCE, INC.","THIS IS A RECURRING, FIVE-YEAR OPERATION AND MAINTENANCE CONTRACT AT THE HART-DOLE-INOUYE FEDERAL CENTER AND STARS AND STRIPES LEARNING STATION LOCATED AT 74 NORTH WASHINGTON AVENUE, BATTLE CREEK, MI 49037. THE CONTRACTOR SHALL PROVIDE MANAGEMENT, SUPERVISION, LABOR, MATERIALS, EQUIPMENT, AND SUPPLIES AND IS RESPONSIBLE FOR THE EFFICIENT, EFFECTIVE, ECONOMICAL, AND SATISFACTORY OPERATION, SCHEDULED AND UNSCHEDULED MAINTENANCE, AND REPAIR OF EQUIPMENT AND SYSTEMS LOCATED WITHIN THE PROPERTY LINE.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0019D0001_4740,,2018M12
47PF0019D0008,12/1/2018,1841002.08,"CMC & MAINTENANCE, INC.","CONTRACT AWARD FOR RECURRING OPERATIONS AND MAINTENANCE SERVICES AT THE WARREN E. BURGER FEDERAL BUILDING, 316 N ROBERT STREET, ST. PAUL, MINNESOTA. AWARD IS FOR ONE-YEAR BASE PERIOD DECEMBER 1, 2018 THROUGH NOVEMBER 30, 2019 AND 4 ONE-YEAR OPTION PERIODS.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0019D0008_4740,,2018M12
47PF0019D0005,12/1/2018,40236.12,KONE INC.,"AWARD FOR ELEVATOR MAINTENANCE SERVICES AT THE PAUL FINDLEY FEDERAL BUILDING, 600 EAST MONROE STREET, SPRINGFIELD, IL 62701.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0019D0005_4740,,2018M12
47PF0019D0004,12/1/2018,549344.52,"PROFESSIONAL MANAGEMENT ENTERPRISES, INC","EO14042: MODIFICATION TO IMPLEMENT COVID-19 SAFETY PROTOCOLS AT THE FEDERAL ARCHIVES AND RECORDS CENTER LOCATED IN CHICAGO, IL.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0019D0004_4740,,2018M12
47PF0019D0002,12/1/2018,5629173.99,"OHIO VALLEY GOODWILL INDUSTRIES REHABILITATION CENTER,INC.",EO14042: MODIFICATION FOR COVID-19 SAFETY PROTOCOLS.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0019D0002_4740,,2018M12
47PK0218D0011,12/1/2018,356791.44,CLEAN SOLUTIONS SERVICES INC,"IGF::OT::IGF  JANITORIAL SERVICES AT THE OAK INTERNATIONAL AIRPORT, OAKLAND, CA",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PK0218D0011_4740,,2018M12
80HQTR19D0019,11/29/2018,25000,"CHARLES STARK DRAPER LABORATORY, INC., THE","THE PURPOSE OF THIS REQUIREMENT IS TO ACQUIRE END-TO-END COMMERCIAL PAYLOAD SERVICES BETWEEN THE EARTH AND THE LUNAR SURFACE FOR NASA HEADQUARTERS' SCIENCE, HUMAN EXPLORATION AND OPERATIONS, AND SPACE TECHNOLOGY MISSION DIRECTORATES (SMD, HEOMD, AND STMD).  THE CONTRACTOR SHALL PROVIDE ALL ACTIVITIES NECESSARY TO SAFELY INTEGRATE, ACCOMMODATE, TRANSPORT, AND OPERATE NASA PAYLOADS USING CONTRACTOR-PROVIDED ASSETS, INCLUDING LAUNCH VEHICLES, LUNAR LANDER SPACECRAFT, LUNAR SURFACE SYSTEMS, EARTH RE-ENTRY VEHICLES, AND ASSOCIATED RESOURCES.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_IDV_80HQTR19D0019_8000,,2018M11
80HQTR19D0018,11/29/2018,25000,ORBIT BEYOND INC,"THE PURPOSE OF THIS REQUIREMENT IS TO ACQUIRE END-TO-END COMMERCIAL PAYLOAD SERVICES BETWEEN THE EARTH AND THE LUNAR SURFACE FOR NASA HEADQUARTERS' SCIENCE, HUMAN EXPLORATION AND OPERATIONS, AND SPACE TECHNOLOGY MISSION DIRECTORATES (SMD, HEOMD, AND STMD).  THE CONTRACTOR SHALL PROVIDE ALL ACTIVITIES NECESSARY TO SAFELY INTEGRATE, ACCOMMODATE, TRANSPORT, AND OPERATE NASA PAYLOADS USING CONTRACTOR-PROVIDED ASSETS, INCLUDING LAUNCH VEHICLES, LUNAR LANDER SPACECRAFT, LUNAR SURFACE SYSTEMS, EARTH RE-ENTRY VEHICLES, AND ASSOCIATED RESOURCES.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_IDV_80HQTR19D0018_8000,,2018M11
80HQTR19D0014,11/29/2018,25000,LOCKHEED MARTIN CORP,"THE PURPOSE OF THIS REQUIREMENT IS TO ACQUIRE END-TO-END COMMERCIAL PAYLOAD SERVICES BETWEEN THE EARTH AND THE LUNAR SURFACE FOR NASA HEADQUARTERS' SCIENCE, HUMAN EXPLORATION AND OPERATIONS, AND SPACE TECHNOLOGY MISSION DIRECTORATES (SMD, HEOMD, AND STMD).  THE CONTRACTOR SHALL PROVIDE ALL ACTIVITIES NECESSARY TO SAFELY INTEGRATE, ACCOMMODATE, TRANSPORT, AND OPERATE NASA PAYLOADS USING CONTRACTOR-PROVIDED ASSETS, INCLUDING LAUNCH VEHICLES, LUNAR LANDER SPACECRAFT, LUNAR SURFACE SYSTEMS, EARTH RE-ENTRY VEHICLES, AND ASSOCIATED RESOURCES.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_IDV_80HQTR19D0014_8000,,2018M11
80HQTR19D0010,11/29/2018,25000,"INTUITIVE MACHINES, LLC","THE PURPOSE OF THIS REQUIREMENT IS TO ACQUIRE END-TO-END COMMERCIAL PAYLOAD SERVICES BETWEEN THE EARTH AND THE LUNAR SURFACE FOR NASA HEADQUARTERS' SCIENCE, HUMAN EXPLORATION AND OPERATIONS, AND SPACE TECHNOLOGY MISSION DIRECTORATES (SMD, HEOMD, AND STMD).  THE CONTRACTOR SHALL PROVIDE ALL ACTIVITIES NECESSARY TO SAFELY INTEGRATE, ACCOMMODATE, TRANSPORT, AND OPERATE NASA PAYLOADS USING CONTRACTOR-PROVIDED ASSETS, INCLUDING LAUNCH VEHICLES, LUNAR LANDER SPACECRAFT, LUNAR SURFACE SYSTEMS, EARTH RE-ENTRY VEHICLES, AND ASSOCIATED RESOURCES.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_IDV_80HQTR19D0010_8000,,2018M11
80HQTR19D0009,11/29/2018,25000,FIREFLY AEROSPACE INC,COMMERCIAL LUNAR PAYLOAD SERVICES (CLPS),INDEFINITE DELIVERY / INDEFINITE QUANTITY,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_IDV_80HQTR19D0009_8000,,2018M11
