Month,naics_description,product_or_service_code_description,total_obligated_amount,recipient_name,funding_sub_agency_name
2016M02,CONSTRUCTION SAND AND GRAVEL MINING,PREFABRICATED TOWER STRUCTURES,4174.09,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M02,CONSTRUCTION SAND AND GRAVEL MINING,REPAIR OR ALTERATION OF OTHER RESIDENTIAL BUILDINGS,28392.89,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M02,CONSTRUCTION SAND AND GRAVEL MINING,"TILE, BRICK AND BLOCK",0.0,PHOENIX UNDERGROUND CONST,DEPT OF THE ARMY
2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,27088.71,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY
2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,60904.84,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY
2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,74423.38,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY
2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,143486.72,"ATMOS ENERGY MARKETING, LLC",DEPT OF THE ARMY
2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,153038.98,"ATMOS ENERGY MARKETING, LLC",DEPT OF THE ARMY
2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,194902.43,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE
2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,297660.0,"COLONIAL ENERGY, INC.",DEFENSE LOGISTICS AGENCY
2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,546012.4,"INTEGRYS ENERGY SERVICES - NATURAL GAS, LLC","VETERANS AFFAIRS, DEPARTMENT OF"
2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,614652.5,"ENSPIRE ENERGY, LLC",DEFENSE LOGISTICS AGENCY
2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,5007.94,"INTEGRYS ENERGY SERVICES - NATURAL GAS, LLC",RAILROAD RETIREMENT BOARD
2016M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,31750.91,"SAGE ENERGY TRADING, LLC",RAILROAD RETIREMENT BOARD
2016M02,CRUSHED AND BROKEN GRANITE MINING AND QUARRYING,HOUSEKEEPING- SNOW REMOVAL/SALT,2995.9,"CHEMICAL DISTRIBUTORS, INC.",DEPT OF THE ARMY
2016M02,CRUSHED AND BROKEN GRANITE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",6000.0,RIDGEROCK QUARRY,FOREST SERVICE
2016M02,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,1074.2,"CALHOUN QUARRY, INCORPORATED",U.S. FISH AND WILDLIFE SERVICE
2016M02,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,1161.3,"CALHOUN QUARRY, INCORPORATED",U.S. FISH AND WILDLIFE SERVICE
2016M02,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",0.0,"GREEN DREAM INTERNATIONAL LLCKRAEMER COMPANY, LLC, THE",DEPT OF THE ARMYDEPT OF THE ARMY
2016M02,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",13297.88,"WINN MATERIALS, LLC",DEPT OF THE ARMY
2016M02,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",53427.0,"MILLER MATERIALS, INC.",U.S. FISH AND WILDLIFE SERVICE
2016M02,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",435974.4,"WILLARD QUARRIES, INC.",DEPT OF THE ARMY
2016M02,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",9000.0,"PHELPS & WHITE CONSTRUCTION CO, INC",U.S. FISH AND WILDLIFE SERVICE
2016M02,DIMENSION STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",7750.0,H B Q INC,BUREAU OF RECLAMATION
2016M02,DIMENSION STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",25000.0,T AND F SAND AND GRAVEL INC,DEPT OF THE ARMY
2016M02,DIMENSION STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",25737.1,T AND F SAND AND GRAVEL INC,DEPT OF THE ARMY
2016M02,DIMENSION STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",149923.86,"RICHARD J. MERTENS, INC.",DEPT OF THE ARMY
2016M02,DRILLING OIL AND GAS WELLS,DRILLING AND TAPPING MACHINES,20095.0,"PINKERTON DRILLING, INC",FEDERAL PRISON SYSTEM
2016M02,INDUSTRIAL SAND MINING,ABRASIVE MATERIALS,3324.3,"SHIMODA TORYO SANGYO CO.,LTD.",DEPT OF THE NAVY
2016M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,106.66,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY
2016M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1735.44,ENERGAS SPA,DEPT OF THE ARMY
2016M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1989.17,LIQUIGAS SPA,DEPT OF THE ARMY
2016M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,15684.6,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY
2016M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,40000.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE NAVY
2016M02,OTHER CHEMICAL AND FERTILIZER MINERAL MINING,CHEMICALS,19518.81,GOVERNMENT MLO SUPPLIES USA INC,NATIONAL PARK SERVICE
2016M02,OTHER CHEMICAL AND FERTILIZER MINERAL MINING,CHEMICALS,83612.13,GOVERNMENT MLO SUPPLIES USA INC,NATIONAL PARK SERVICE
2016M02,OTHER CHEMICAL AND FERTILIZER MINERAL MINING,CHEMICALS,84034.58,GOVERNMENT MLO SUPPLIES USA INC,NATIONAL PARK SERVICE
2016M02,OTHER CHEMICAL AND FERTILIZER MINERAL MINING,MISCELLANEOUS CHEMICAL SPECIALTIES,11470.41,FARM & HOME SERVICE INC,AGRICULTURAL RESEARCH SERVICE
2016M02,OTHER CHEMICAL AND FERTILIZER MINERAL MINING,MISCELLANEOUS CHEMICAL SPECIALTIES,22047.81,FARM & HOME SERVICE INC,AGRICULTURAL RESEARCH SERVICE
2016M02,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",14302.2,PHOENIX UNDERGROUND CONST,DEPT OF THE ARMY
2016M02,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",67304.53,BRUCH AND BRUCH CONSTRUCTION INC,DEPT OF THE ARMY
2016M02,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",76927.11,BRUCH AND BRUCH CONSTRUCTION INC,NATIONAL PARK SERVICE
2016M02,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",97612.37,"SETON CONSTRUCTION, INC.",DEPT OF THE ARMY
2016M02,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",161800.0,GREEN DREAM INTERNATIONAL LLC,DEPT OF THE ARMY
2016M02,OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",189134.36,NORTHWEST ROCK,DEPT OF THE ARMY
2016M02,"POTASH, SODA, AND BORATE MINERAL MINING","BEVERAGES, NONALCOHOLIC",7020.0,"COCA-COLA REFRESHMENTS USA, INC.",DEPT OF THE NAVY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, ANTIFRICTION, UNMOUNTED",381.33,"WHITE AERO, INC.",DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, ANTIFRICTION, UNMOUNTED",14700.0,"C. E. MACHINE CO., INC.",DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",150.0,EQUIPMENT PARTS SALES,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",256.2,"MONMOUTH MARINE ENGINES, INC.",DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",19050.0,GOLD STAR PARTNERS LLC,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"BEARINGS, PLAIN, UNMOUNTED",58346.64,JAMAICA BEARINGS CO INC,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"BUSHINGS, RINGS, SHIMS, AND SPACERS",520.0,ALL-SAFE INC.,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",0.0,"PENN DETROIT DIESEL ALLISON, LLC",DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",70.34,"SOLUTION ONE MARITIME, LLC",DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"HARDWARE, COMMERCIAL",488.04,M&M AEROSPACE HARDWARE INC.,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS",0.0,METRO DYNAMIC SCIENTIFIC INSTRUMENT LAB INC,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS",1758.24,CLARK BROTHERS INSTRUMENT COMPANY,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,12720.0,TRIMAN INDUSTRIES INC,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,23528.0,"G. M. J. MACHINE COMPANY, INC.",DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,4550.4,DRIVE LINE INC,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",31.68,"JERGENS, INC.",DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",51.0,MAN DIESEL & TURBO NORTH AMERICA INC.,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",73.5,M&M AEROSPACE HARDWARE INC.,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",110.99,"TOOZE ENTERPRISE, INC.",DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",222.84,"AVIBANK MFG., INC.",DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",370.0,SANDIK MANUFACTURING INC,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",398.9,"SZY HOLDINGS, LLC",DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",543.2,ARTISAN SPECIALIST TECH,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",575.75,"VJ SUPPLY, INC.",DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",1678.8,IBIDE CORPORATION,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",2050.0,"BRYCO MACHINE, INC.",DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",2371.91,DUTCH VALLEY SUPPLY CO.,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",3424.88,RUTA SUPPLIES INC.,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,PACKING AND GASKET MATERIALS,19.9,HOWCO DISTRIBUTING CO.,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,PACKING AND GASKET MATERIALS,28.9,HOWCO DISTRIBUTING CO.,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR COAL MINING,PACKING AND GASKET MATERIALS,902.96,ELECTRIC BOAT CORPORATION,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,3564.8,SLATER OIL COMPANY,INDIAN HEALTH SERVICE
2016M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,INSTALLATION OF EQUIPMENT- MISCELLANEOUS,19978.38,C.R. POWLESS & CO. LLC,U.S. COAST GUARD
2016M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL SUPPLY FACILITIES,8166323.82,HAWTHORNE SERVICES INC.,DEFENSE LOGISTICS AGENCY
2016M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MOTOR VEHICLE MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,0.0,"RMA(CAMBODIA)CO.,LTD","STATE, DEPARTMENT OF"
2016M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"OILS AND GREASES: CUTTING, LUBRICATING, AND HYDRAULIC",6038.48,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,OTHER QC/TEST/INSPECT- MISCELLANEOUS,35450.0,"MASS TANK INSPECTION SERIVICES, LLC",DEPT OF THE ARMY
2016M03,ALL OTHER METAL ORE MINING,"QUALITY CONTROL- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",17300.0,PB HUGHES & ASSOCIATES,CENTERS FOR DISEASE CONTROL AND PREVENTION
2016M03,ALL OTHER NONMETALLIC MINERAL MINING,BOLTS,881.1,"GIGA, INC.",U.S. COAST GUARD
2016M03,ALL OTHER NONMETALLIC MINERAL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",111526.22,PRIME ONE GENERAL TRADING & CONTRACTING CO. WLL,DEPT OF THE AIR FORCE
2016M03,ALL OTHER NONMETALLIC MINERAL MINING,"OILS AND GREASES: CUTTING, LUBRICATING, AND HYDRAULIC",1800.0,"GIGA, INC.",U.S. COAST GUARD
2016M03,BITUMINOUS COAL UNDERGROUND MINING,"FUELS, SOLID",356292.14,"DELTA COALS, LLC",DEPT OF THE NAVY
2016M03,BITUMINOUS COAL UNDERGROUND MINING,"FUELS, SOLID",499957.17,"DELTA COALS, LLC",DEPT OF THE NAVY
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIR TRAFFIC CONTROL TRAINING FACILITIES,30151.58,XELESS CONSTRUCTION,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT SERVICE ROADS,4256.09,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT SERVICE ROADS,6012.61,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: AMMUNITION FACILITIES,12600.0,"KRITZ EXCAVATING AND TRUCKING, INC.",DEPT OF THE ARMY
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: FAMILY HOUSING FACILITIES,3774.12,MISCELLANEOUS FOREIGN AWARDEES,AGENCY FOR INTERNATIONAL DEVELOPMENT
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: MAINTENANCE BUILDINGS,28313.9,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: OFFICE BUILDINGS,11653.83,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF AMMUNITION FACILITIES,27258.75,FOREIGN AWARDEES (UNDISCLOSED),"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF AMMUNITION STORAGE BUILDINGS,24186.89,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF CONFERENCE SPACE AND FACILITIES,22500.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF EPG FACILITIES - GAS,5079.64,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF FAMILY HOUSING FACILITIES,0.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF MAINTENANCE BUILDINGS,5613.8,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF MAINTENANCE BUILDINGS,10560.16,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,3628.26,MISCELLANEOUS FOREIGN AWARDEES,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,18762.78,FOREIGN AWARDEES (UNDISCLOSED),"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,56651.0,FOREIGN AWARDEES (UNDISCLOSED),"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,71003.76,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES,69863.16,INDUSTRIAS SERVICIOS GENERALES E.I.R.L.,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF PARKING FACILITIES,7448.17,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",4420.0,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",7694.28,EIFFAGE INFRAESTRUCTURAS SA,DEPT OF THE NAVY
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",11310.0,"THOMPSON, RICHARD ROY",DEPT OF THE ARMY
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",11442.0,SILICA RESOURCES INC,FOREST SERVICE
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",12534.5,"TARPAN CONSTRUCTION, LLC",DEPT OF THE ARMY
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",14766.0,"THOMPSON, RICHARD ROYTHOMPSON, RICHARD ROY",DEPT OF THE ARMYDEPT OF THE ARMY
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",21750.0,"BORDER CONSTRUCTION SPECIALTIES, LLC",DEPT OF THE ARMY
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",49952.5,"THOMPSON, RICHARD ROY",DEPT OF THE ARMY
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",50499.5,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",58500.0,"CLARK CONSTRUCTION CO., INC., ALLEN",U.S. FISH AND WILDLIFE SERVICE
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERALS, NATURAL AND SYNTHETIC",4273.19,"DEWEESE SAND & GRAVEL, INC.",AGRICULTURAL RESEARCH SERVICE
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINERALS, NATURAL AND SYNTHETIC",33620.0,EVERETT'S INC,DEPT OF THE ARMY
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",46500.0,PATRICK ENVIRONMENTAL GROUP,DEPT OF THE ARMY
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION EQUIPMENT,28780.0,"PHOENIX CONSTRUCTION SERVICE, LLC",NATIONAL PARK SERVICE
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,0.0,PRIME ONE GENERAL TRADING & CONTRACTING CO. WLLFOREIGN AWARDEES (UNDISCLOSED),"DEPT OF THE AIR FORCESTATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,44.66,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,4257.02,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,5631.0,"HINKLE CONTRACTING COMPANY, LLC",FOREST SERVICE
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,6022.3,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,6409.34,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,7308.39,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,8367.53,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,9404.22,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,14769.45,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,20257.63,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,23000.0,"SAVANNA QUARRY, INC.",FEDERAL PRISON SYSTEM
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,166071.06,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,NATURAL RESOURCES/CONSERVATION- SITE PREPARATION,5093.56,ALBRECHT TRUCKING II LLC,FOREST SERVICE
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,OTHER QC/TEST/INSPECT- MISCELLANEOUS,21764.63,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,OTHER QC/TEST/INSPECT- MISCELLANEOUS,24186.89,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,OTHER QC/TEST/INSPECT- MISCELLANEOUS,29100.84,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M03,CONSTRUCTION SAND AND GRAVEL MINING,REPAIR OR ALTERATION OF OTHER RESIDENTIAL BUILDINGS,3770.98,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
